	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
1016	1162536049202958336	Students to patrol for fires at Oakland college with failing alarms. #2Investigates @BrooksKTVU reports https://t.co/myCAe4ARAi https://t.co/GEPB9b3TXx	0	0.0	0.0	0.0
1017	1163339614918250498	MEM Media Market Share, Size 2019| Global Industry Analysis by Trends, Growth, Factors, Business https://t.co/mPmaLFDpfm #Business #SAbiz	0	0.0	0.0	0.0
1018	1164604914921873410	@cambecc @fhuysmans @steltenpower The visualization is tremendous! But I wouldn't compare one day to another. The long-term trends are a bit more nuanced, and the data doesn't necessarily reflect what is being reported by a lot of media https://t.co/NHM8njSUCV	1	1.0	1.0	1.0
1019	1165354691066249217	Older sisters are a god sent gift.	0	0.0	0.0	0.0
1021	1166223817686994944	In letters written to @Zomato , @swiggy_in @foodpandaIndia and @UberEats , NRAI has raised issues of lack of transparency, deep discounting, and abuse of dominant position by online delivery aggregators @alnehaa reports https://t.co/YCHlHWEbZx	0	0.0	0.0	0.0
1022	1167443602986823681	@ignore89039500 Metal is to technical analysis as value is to rock: more technically complicated, but ultimately unsustainable; and most people would prefer a J Mascis or Interpol melody	0	0.0	0.0	0.0
1023	1167847771962925056	@narendramodi Wage increment of 12 Lac public sector Banks is pending since Nov'17 , even after 2 years, no directives from Govt to Negotiating agent @ChairmanIba For settlement. @DFS_India @rajeevkumr @nsitharaman @PMOIndia https://t.co/Hl41IXzOCP	0	0.0	0.0	0.0
1025	1168433176265539584	It seems Boris Johnson will stop at nothing to implement his anti-democratic shutdown of parliament and force a disastrous No Deal on the British people. Today, the @LibDems continue to work with other parties on emergency legislation to stop this authoritarian power grab. https://t.co/V0uZSaN9sa	0	0.0	0.0	0.0
1026	1169834060039872512	A lavender bath cause a bitch feels like shit	0	0.0	0.0	0.0
1027	1170040359432404993	Unsurprisingly, almost every single one of the highest charging air ambulance companies listed below by @GeBaiDC et al. is owned by private equity (KKR & Amercian Securities) https://t.co/XOBsP9uoVX Only PHI Air Medical & Aitheras aren't. https://t.co/gZOj0goQAE	0	0.0	0.0	0.0
1028	1171510188160864257	Imagine singing a Communist song in the British Parliament. Disgusting. Labour are a vile, nasty party. https://t.co/S6XxvVQ4e0	0	0.0	0.0	0.0
1030	1174979557473972224	Millions of children are expected to take part in a global #climatestrike today. How important is individual action in the face of climate change? https://t.co/42iVnnopG2	1	1.0	1.0	1.0
1031	1176766417271574528	UNICEF_vietnam website Choi Siwon and UNICEF join hands to stop bullying in Viet Nam https://t.co/XmFpII1bKw	0	0.0	0.0	0.0
1032	1177375154562879488	"Do you load up on ""sports drinks"" to stay hydrated? Might want to reconsider after reading this study, which found that Coca Cola was actually more hydrating than Powerade. The most effective hydration options were oral rehydration solution and milk. https://t.co/ZSI6T3BoF6 https://t.co/lIIMWOVVuN"	1	1.0	1.0	1.0
1033	1178718161438298112	@Tehelka Couldn’t agree more! Kudos to @narendramodi for speaking his #MannkiBaat about this. #VapeFreeFuture https://t.co/ovhCLTDufG	1	0.0	1.0	1.0
1034	1178797670305058817	.@Frontier_Usyd is hosting a Frontotemporal Dementia (FTD) Information & Support Day for Families and Carers. Hear from our academics about all the latest research and support services #USydBMC https://t.co/TFZ8lSp4pV	1	0.0	0.0	1.0
1035	1179506668431958016	@BGPolitics I was there for the @AndyBeshearKY and @JColemanKY press conference. Reporters asked how he would pay for it. He responded, as he has ALWAYS responded, that he supports legalizing Expanded Gaming and putting Medical Marijuana on the ballot. Additional resources are a must! #KYGov	0	0.0	0.0	0.0
1036	1180316681148616704	#Ecuador’s transport firms end strike against fuel subsidies annulment – reports https://t.co/oaaJYylCVm	0	0.0	0.0	0.0
1037	1181594606754045952	This #MentalHealthAwarenessWeek, Prof John Sheehan our Consultant in Perinatal psychiatry will be speaking about 'Managing depression & bipolar disorder in pregnancy & postpartum period' at the @aware conference this Sat. For clinicians & public alike. https://t.co/xOTCCftRBW https://t.co/CpHvZrpB7m	1	0.0	0.0	1.0
1038	1181727723875495937	things change and friends leave. life doesn't stop for anybody	0	0.0	0.0	0.0
1039	1181963926134759426	Scientists identify molecule that could have helped cells survive—and thrive—on early Earth https://t.co/syWzb76wPx via @physorg_com	1	1.0	1.0	1.0
1040	1181989000464273408	Relationships are a lot like life. You get what you put into it. https://t.co/ImbQI8TSpC	0	0.0	0.0	0.0
1041	1182457820131794944	“The president says, ‘Guys, give Rex your pitch.’” WaPo matches reports about the Oval Office meeting with Trump’s pressure to kill the case of Giuliani’s client Reza Zarrab. Preet Bharara advises looking into the case “very carefully.” https://t.co/cbfMrmRfOd	0	0.0	0.0	0.0
1042	1182650818345881600	My very first statnews byline Men with breast #cancer have a 19 higher mortality rate than women with the condition. Advocacy groups push for awareness and education to help combat it. httpsbuff.ly2B5PvE8Â: My very first statnews byline Men with breast… https://t.co/uJRXR1dQog	1	1.0	0.0	0.0
1043	1182760738097643520	@VoteBernier @MaximeBernier 30% increase in advance voting at campuses compared to day 1 of advance voting 2015. Something got the voters exited the last few days and something is happening in Canada 🇨🇦 #PPC #PPCmajority #PPC2019 #PPC #votePPC https://t.co/Zobd1FnivJ	0	0.0	0.0	0.0
1044	1182847876487008258	@sweettea4you_me @yunhee1993 @NeuroRebel You’re not alone. It may take some time, but our pattern recognition often becomes visible to NTs only in long game hindsight.	0	0.0	0.0	0.0
1045	1186009290248769536	#RCB became the first #IPL team to have a woman support staff member #IPL2020 #Yellove #WhistlePodu 🦁💛 #CSK #MI #RCB #Virat #Kohli #Dhoni #IPL12 #IPLMeme #Cricket #CricketLover #India #cskreturns https://t.co/ywqxM7AQfV	0	0.0	0.0	0.0
1046	1187632944011272197	This impressive new surf lake near Bristol can generate up to 1,000 waves an hour and is 100% powered by renewables.. https://t.co/GA0FQrlDsT	1	1.0	0.0	0.0
1047	1188661895948992512	Repeat after me: - Maps & No-Maps DO NOT belong in the LGBT+ - That is only comfirming established bias from anti-lgbt+ groups thus hurting our growth - Pedophilia is a form of mental disorder and IS TREATABLE. - Pedos are not oppressed. - We have the right to protect ourselves	1	1.0	0.0	0.0
1048	1189642519757381633	All crooks should be given psychological tests https://t.co/RbwkWThhKR	0	0.0	0.0	0.0
1049	1190798721795141632	when truth untold stops playing and the lights turn green.... https://t.co/lBFhLHyUbn	0	0.0	0.0	0.0
1050	1192964812575322117	"JFC. I oppose the system of judicial elections in general. But the rule can't be ""we'll stop having elections just because voters elected Democrats."" https://t.co/LJeaB7SqV4"	0	0.0	0.0	0.0
1051	1192981893307752449	#GodMorning_LeatherUsers Stop killing the animals https://t.co/eB8x6YuteK	0	0.0	0.0	0.0
1052	1194401195923853312	@ChrisVanHollen Congressional Republicans are spineless and the Democrats care because it was a Trump policy. Aside from Ilhan, who didn’t think the genocide was a worthy cause to condemn.	0	0.0	0.0	0.0
1053	1195678860597219328	@InactionNever Stop romantizing this, this isn't beautiful, school's making everyone have internet is just another way to let poor people behind. you say democratization is a thing when this happens	0	0.0	0.0	0.0
1055	1197695271150350336	The role of mental illness has been brought up in discussion around this, and it may or may not have played a role, but the expression of mental illness in the language of white supremacy should not be erased. The language of race and of violence.	0	0.0	0.0	0.0
1056	1197963909015179264	Short Dow / YM Setup 860 target 800 stop 885 Please note this message is delayed by 5 mins. For Real Time Messages please contact me on info@tradeinflection.com	0	0.0	0.0	0.0
1057	1198134889830375424	Country music pairs well with rum but leads to chaotic avocados	0	0.0	0.0	0.0
1059	1199161697396641792	@IrishGirlCrypt1 @fintechfrank @TheBlock__ @mdudas @TheBlock__ stop publishing FAKE NEWS and be better journalists	0	0.0	0.0	0.0
1060	1199320698877071360	"""Our study found that Indigenous children whose parents promoted a strong sense of cultural identity in early childhood experienced better health and socio-emotional outcomes later in life."" https://t.co/A52Z4CqtwU"	1	1.0	1.0	1.0
1061	1200775750858752000	@senatemajldr @realDonaldTrump @nancypelosi Stop the Impeachment Charade Get some work done! Pass the USMCA for America!!	0	0.0	0.0	0.0
1062	1200818820748861440	From Discover on Google https://t.co/Q1a2EbW5qf	1	0.0	1.0	1.0
1063	1201309508342964225	#ASH19 Paper No: 2723 Sun 1/7/19 6-8 PM #BPDCN Commonly Presents in the Setting of Prior or Concomitant Hematologic Malignancies: Patient Characteristics and Outcomes in the Rapidly Evolving Modern Targeted Therapy Era @JoeKhouryMD @doctorpemm @DrPhyuPAung2 @NitinJainMD	1	1.0	1.0	1.0
1064	1201336547062120448	A solid minority opposed ANY impeachment, partly due to the difficulty of figuring out if any existing body could impartially judge the charges, w/ others thinking elections were a sufficient cure for treasonous criminal act(s). #QAnon #WWG1WGA #Nadler	0	0.0	0.0	0.0
1065	1201567583192977410	Minister of Transportation, Rotimi Amaechi has said the China Civil Engineering and Construction Corporation will be donating $50m to support the University of Transportation in Daura, Katsina State. https://t.co/kmoIMcULy2 #Transportation #Nigeria	0	0.0	0.0	0.0
1066	1201884303988150272	Christmas shopping pit stop #sheffieldchristmasmarket @ THOR'S tipi Sheffield https://t.co/giolJkzDSR	0	0.0	0.0	0.0
1067	1201898308765175810	@jcdickinson @808x86 @recitogigih @markdalgleish cc'ing one of the devs behind Svelte @silentworks check this out. Is TS support in the works?	0	0.0	0.0	0.0
1068	1202275535847452673	How do we have a Poverty Crisis with low unemployment? This is how: https://t.co/4VmctiWL9o	1	1.0	1.0	1.0
1069	1202972487077826567	Winter Tipples tasting went down a treat last night! 🍹 Don’t worry if you missed out, next on the event calendar is our Christmas Market this Saturday from 12pm - 4pm. Get some Christmas shopping done early and then relax with a mulled wine and mince pie 🍷 #Kingston https://t.co/NNLvLVi1ZM	0	0.0	0.0	0.0
1070	1204291217917435904	After Christmas and Boxing day All Roads lead to Moshi Club Let’s Drink and Party Lots of Games too Don’t miss this on 28th December https://t.co/Yzj9BMcnO5	0	0.0	0.0	0.0
1072	1204803275347972098	Yetsuh Frank, Managing Director at BE-Ex, featured in this @CC_Yale segment on NYC's building emissions laws.	0	0.0	0.0	0.0
1073	1205335306473525248	I disagree with Fortnite winning best ongoing game. I personally feel the amount of change and growth that FFXIV has dwarfs it pretty hard. Fortnite just seems to win in money, which allows them to supercede everyone in tech. Both devs are great, I feel there was a better choice.	0	0.0	0.0	0.0
1074	1207043919747395586	@SaraCarterDC Anything with #GeorgeConway will FAIL... These #NeverTrumpers are a bunch of #LOSERS🤬🤬🤬🤬 #Trump2020Landslide #KAG2029	0	0.0	0.0	0.0
1076	1207922461804773376	How New Orleans Reduced Its Homeless Population By 90 Percent https://t.co/N1IGCaCdbw	1	1.0	0.0	0.0
1077	1210454219200679938	@DavidWohl @realDonaldTrump @CBC Another stupid comment!! It was edited 2014 and Trump didnt make the cut...simple as that. Stop with your BS and research b4 you tweet😜	0	0.0	0.0	0.0
1078	1210891529906204673	[Job] Staff Equipment Systems Engineer | Company: United Technologies | Location: Chula Vista California United States | #Chula #Vista #Marine #Engineering #Jobs | More info at https://t.co/hNCECy8yRZ	0	0.0	0.0	0.0
1079	1212020623943311360	The domino that perhaps leads to Secretary of State Rubio and U.S. Sen. Gaetz is wobbling.	0	0.0	0.0	0.0
1080	1214940072681857026	Armed conflict disproportionately affects children, touching every aspect of their health from physical to psychological. https://t.co/M2k2COh2SZ via @MDedgeTweets	1	1.0	1.0	1.0
1081	1215026539009650689	On March 31, 1968, 500+ Black nationalists convened in Detroit to begin the process of securing independence from the US. Many concluded that Black Americans' best remaining hope for liberation was the creation of a sovereign nation-state, the Republic of New Afrika (RNA).	0	0.0	0.0	0.0
1082	1215562592573243392	Ab yrr haar gya toh haar gya....isme Kya ho gya yrr.... Haar or Jeet to life Mei hoti rehti h... Nothing like he pretended. It just happened sometime. Chill and support #AsimRiaz #WeWatchBBForAsim	0	0.0	0.0	0.0
1083	1215829509175267329	Breaking: Democrats in congress introduce bill in support of fourth term abortions. Please RT. #BreakingNews #WhatILearnedToday #PutThatInYourPipe https://t.co/OfMyuSSKRG	0	0.0	0.0	0.0
1084	1217846842895085568	[2] As quoted on @bbcradio4 this morning, this could be a massive reset button for the future of farming in the UK. What are your thoughts @agricology? https://t.co/CK8TMPgwWn @bbcnews #futurefarming #AgricultureBill	0	0.0	0.0	0.0
1085	1218137579767332865	Discuss. https://t.co/dCbMs4MjB6	1	0.0	1.0	1.0
1086	1218198523356729344	@CTVStanfield @CTVMorningYYC @CJAY92 @coryedelCTV @RobWilliamsCTV @BrettBarrettYEG @GrahamNeilCTV @SarahPlowmanCTV @GenePrincipe @joeyslatteryCTV @ctvrob @DarcySeatonCTV @TKACHUKycheese_ Money spent on a trolling billboard could have went to a cause where someone will benefit and it will do some good instead of a marketing campaign. Maybe follow YEG's lead and buy some lunches for kids that go without? Top up the ALS donation in support of one of your own?	0	0.0	0.0	0.0
1088	1219299597845245952	It’s about to be @CalvinHarris szn all over again as he just announced his new project with two singles dropping on Friday 👀 | 📸: @ConorMcDPhoto https://t.co/RVniXpezG7 https://t.co/7PkWE6vUnZ	0	0.0	0.0	0.0
1089	1220953312867934209	Scientists capture molecular maps of animal tissue with unprecedented detail - https://t.co/5Piti5xYZR - +GENERAL PHYSICS LABORATORY (GPL) Scientists capture molecular maps of animal tissue with unprecedented detail https://t.co/5Piti5xYZR https://t.co/FeqMWdlABN	1	1.0	1.0	1.0
1091	1221952316397563905	@marthamaccallum Martha - stop the redundant BS!! Even if Bolton is accurate, where’s the crime?? Doesn’t change a thing.....	0	0.0	0.0	0.0
1092	1221955881572503552	@Dr007KillShotQ2 @LynnDoles Stop lying! No guns have been seized. The ones that were given up were done so voluntarily. Thousands ignored the demands.	0	0.0	0.0	0.0
1093	1223424279943045122	GOOAALL! Sam Lafferty scores just :53 seconds into the third! The #WBSPens extend the lead to 4-1 https://t.co/xy7I3h6Wuy	0	0.0	0.0	0.0
1094	1223777572619800582	Meditation – how it can benefit both your mental and physical health. Learn more about this essential health and wellness practice https://t.co/crwnW2k2LF https://t.co/FrKffUrFij	1	1.0	1.0	1.0
1095	1223881256343166976	On #WorldWetlandsDay we remind nations considering their Nationally Determined Contributions -NDCs- to fulfil their #ClimateAction plans & achieve targets under #ParisAgreement. that Wetlands are important carbon stores that function best when intact #WetlandBiodiversityMatters https://t.co/OfzahVQ81E	1	1.0	0.0	0.0
1096	1229305489168781312	Weather damage affects rail traffic in several federal states https://t.co/fcn3t02zXe	1	1.0	0.0	0.0
1097	1230739197696212999	Donald Trump promised he would fight for LGBTQ people. Instead, his administration has systematically undone recent gains in their rights and protections. Here are 31 examples Trump Will NEVER Support LGBTQ Community #OneVoice1 #BeTheChange4USA https://t.co/Q6UzejVfih	0	0.0	0.0	0.0
1098	1233975456581459969	Slave family preparing field for crop production (1738) (Colorvision) https://t.co/wK6zMxP0uU	0	0.0	0.0	0.0
1099	1234673502008954881	@bryan__chandler @VerminSupreme Vermin is a Libertarian, Bernie's policies are the exact opposite of Libertarianism.	0	0.0	0.0	0.0
1100	1235546282799886336	Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB	1	0.0	0.0	1.0
1101	1235556554868436992	Bernie needs to change his strategy. Sorry, but it needs to be said. And yes, the ads are a good start. But if he doesn't go full gloves off in debates, speeches, and call out cheating, we're going to lose.	0	0.0	0.0	0.0
1102	1235690411026345984	@ComfortablySmug @EricTrump While Trump didn't explicitly say that sick Americans should go to work, he did state that those with mild coronavirus cases can still recover while going about their daily lives — an assertion that contradicts public health officials' recommendations on how to manage the illness	1	1.0	0.0	0.0
1103	1235733000010133505	"NEW on https://t.co/zMRBaJXmnU... ""Refractory."" @sluttychameleon The spotlight is on Cammy in this kaleidoscopic film, as conventional prostate play becomes bizarre and beautiful, encouraging viewers to experiment with their own self-pleasure. Full film: https://t.co/IHmcKKCrhc https://t.co/8yjKTHdbH1"	0	0.0	0.0	0.0
1104	1235763801473024004	Freeman J. Dyson, a mathematical prodigy who left his mark on subatomic physics before gaining public renown as a writer and technological visionary, has died https://t.co/IDtWxjBUsk	1	0.0	0.0	1.0
1105	1236391151977955328	@GreatTammie @RudeRicky @latimes Got houseless? Want to have #PublicHealth for the survival of the human species? HOUSING and HEALTHCARE! #CORONAVIRUS “Oregon’s homeless at risk for coronavirus. The crowded conditions in which the homeless live make them more susceptible to the virus.” https://t.co/KwchIaTGck	1	1.0	0.0	0.0
1107	1236958500103663616	eg. Maknae to Maknae 😊 Hyung to Maknae ☹️ Hyung line has a lower value compared to the Maknae line. So if you have the hyung line, much better to sell. Successful trading is less the 50%	0	0.0	0.0	0.0
1108	1237151286719475712	We are proud to announce our partnership with @AdvancedGG - The only clinically proven esports ready formula to improve your game. Use code “G1” to directly support us - https://t.co/N3vbMQHLYT https://t.co/7XGiULAKoD	0	0.0	0.0	0.0
1110	1239612978640474112	@jimsciutto @CNN Stop reporting on speculation and attempting to manufacture a story	0	0.0	0.0	0.0
1111	1240241957881987072	"""Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence."" - Helen Keller #AsiManshiDebut"	1	1.0	0.0	0.0
1112	1240271637808910337	Support your local midwife 👌🏿👌🏻👌🏽👌🏼👌🏾 #Midwives are everyday heroes––always putting the needs of others first and stepping up in times of crisis. Drop a 🧡 to show your support! #SupportOurNursesAndMidwives | #SierraLeone https://t.co/MEBIwFWctw	0	0.0	0.0	0.0
1113	1240275043810148352	Terrific research by Yannick Oswald, @JKSteinberger, and colleagues. Once a person begins to pay attention to the climate impact of emissions by the comparatively rich, the importance of flying reduction jumps several steps upwards in a sensible climate action priority ranking.	1	1.0	1.0	1.0
1114	1240292300724424704	Tax season is here! Check out these tips to help maximize your returns, and make the process less taxing on your business. Contact our office and speak with us about planning for your retirement. 817.451.7996 https://t.co/iMXvSS3a5w https://t.co/IIczOnkuM9	0	0.0	0.0	0.0
1115	1240546473802002433	Pakistan Cricket Board says 128 #COVID19 tests conducted on players and others associated with PSL have come negative.	0	0.0	0.0	0.0
1116	1240709465524953088	Though it is often said the 1918 'Spanish Flu' began in Kansas, USA, there is evidence that the deadly pandemic that killed 50 million people originated with Chinese labourers shipped to North America. Yet the Spaniards don't complain! #ChineseVirus https://t.co/mc2R7iTqXb	1	1.0	1.0	1.0
1117	1240717437601042433	We know that #coronavirus is a cause for concern and stress for many. Whether you're #WorkingFromHome, #SocialDistancing or #SelfIsolating, it's important to look after our wellbeing. Find out how you can support your mental health: https://t.co/f0D8tTQvpx https://t.co/JgfT7Lcs9T	1	1.0	0.0	0.0
1118	1241253098296754177	@NBCNews @comcast @ABC @ABCNetwork @nbc @CBSNews @CBS @FOXTV @cspan @UnivisionPRTeam @business @MikeBloomberg @CNN @BBCWorld @PBS @NewsHour @vicenews @MSNBC @ViacomCBS @ATT Please stop broadcasting the #CoronaVirusTaskForce press briefings, take control of the cycle. #Covid_19	0	0.0	0.0	0.0
1119	1241282533947584514	@tekirkrn @Tony04219 @mjconnor44 @Smilin_Bob @BlackMambaForev @Machzero0 @CHRISmanEasy @ffossum71 @ShoelessLinda @HTTRPhilly @JoeySalads I call BS! 2yrs ago 45 dismantled the committee Obama created when Ebola SARS H1N1 epidemics came about. Now he's blaming Obama 4 not having a plan in action 4 this scenario when in truth it's 45's fault! Do ur own research & stop drinking the orange Koolaid & Cult45 mentality!	0	0.0	0.0	0.0
1120	1241394948131479562	Civic Saturday morning 15 #PostcardsToVoters in support of ⁦@judgekarofsky⁩ with gorgeous new batch of postcards 🇺🇸🗽🌼🌱🌸🌺 #JillForJustice #GOTV ⁦@DemocratWit⁩ ⁦@CreativeDem⁩ @Humanitarian66 https://t.co/VtdBbN5rw1	0	0.0	0.0	0.0
1121	1241882971369541633	"Shockingly, the study noted involvement in the project not only by UNC researchers & FDA representatives but also by ""Zhengli-Li Shi, Key Laboratory of Special Pathogens & Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, China."" https://t.co/xk7vhHGytJ"	1	1.0	1.0	1.0
1122	1242290909951082496	what body part is on this cover? see picture below RT FOR SCIENCE	0	0.0	0.0	0.0
1123	1243664630171332610	@insoojinsmaze Takumiiiii!!! that’s a big mood though cause same	0	0.0	0.0	0.0
1124	1244278621734195201	Talking about professional matters may lead to an opportunity ... More for Virgo https://t.co/mj4Edp1SGj	0	0.0	0.0	0.0
1125	1244346345571463172	#صحافی_مانگے_لفافہ Hija Kamran, an official of Media Matters for Democracy, said that the currents laws, including the Prevention of Electronic Crimes Act, are a threat to journalists.	0	0.0	0.0	0.0
1126	1245518340581404675	Music has the ability to repair brain damage as well as return lost memories. #haitian #music	1	1.0	0.0	0.0
1127	1247882306091511810	Canadian? Take 5 min to complete this Stats Can survey on the impacts of #COVID19 that will be used to help asses the needs of communities, implement suitable support measures during and after the pandemic, and could become an important resource for future research https://t.co/ZVeuf7fImt	1	0.0	0.0	1.0
1129	1248717496410136582	Policies like social distancing used to combat the coronavirus have adverse effects in low-income nations, Ahmed Mushfiq Mobarak and Zachary Barnett-Howell write. https://t.co/TBA1DUSkxL	1	1.0	1.0	1.0
1130	1249736224933175296	Turkey reports lower number of coronavirus cases for a second day in row. 4,093 cases were reported Monday, down by 696 when compared to the previous day, 4,789. 61,049 sickened since March 10 and 1,296 have died since March 17, per @drfahrettinkoca About 4K recoveries so far	1	1.0	0.0	0.0
1131	1250620117337030656	Did you know eye exercises & vision therapy can help with digital eye strain & certain eye conditions? Eye exercises will strengthen weak eye muscles, improve blood circulation & muscle tone. Try these eye exercise for a better & stronger vision 👁👁💙✨ #CentralAmericanTwitter https://t.co/KKrwUFJRvG	1	1.0	0.0	0.0
1132	1251135465731821568	Next house what ever room has the bar, these lights are a must. @STINGGRAYYY	0	0.0	0.0	0.0
1134	1251641386891448331	tower of god is a shounen-ai stop talking about rachel	0	0.0	0.0	0.0
1135	1252063640028499968	@aleee510 Cause u haven’t matured fully yet	0	0.0	0.0	0.0
1136	1252077994035875841	Twitter party for Our baby lion. Let’s support and send encouragement for plan #DaradailyLivexPlan https://t.co/8g50gFmeMM	0	0.0	0.0	0.0
1137	1253704751138529280	Facilities to bring mortal remains of Malayalees who pass away in Gulf countries, due to causes other than COVID19 should be made by embassies in Gulf countries. Chief Minister Shri Pinarayi Vijayan demanded in his letter to Prime Minister Narendra Modi. https://t.co/wRpJDNHqki	0	0.0	0.0	0.0
1138	1253721744872964097	Enhances strength, removes weaknesses and self-doubt, and draws earth and oak-strength into the personal sphere. Use to draw new situations to you, to initiate new processes or to divert difficulties through sudden… https://t.co/fiGqjxijGB	0	0.0	0.0	0.0
1139	1254756996424757252	#WeDemandstipendincrement_rajashthan #WeDemandstipendincrement Interns are demanding Stipend increment for past many years! But the government is not listening to their demand Also State government be like @ashokgehlot51 @SachinPilot @MoHFW_INDIA @DrSatishPoonia @narendramodi https://t.co/CGoknbSRkQ	0	0.0	0.0	0.0
1140	1254782809157169157	1/ Today, we're announcing a new loan scheme. A simple, quick, easy solution for those in need of smaller loans. Businesses can apply for new Bounce Back Loans up to a maximum of £50,000, or 25% of turnover, with the government paying the interest for the first 12 months. https://t.co/aBYcUkR9sR	0	0.0	0.0	0.0
1141	1255907874871472129	@rantingelisa @KatyMontgomerie @JackieDP @NewgentTGA This part, science illiterate one: ‘The overall mortality for sex-reassigned persons was higher during follow-up (aHR 2.8; 95% CI 1.8–4.3) than for controls of the same birth sex, particularly death from suicide	1	1.0	0.0	0.0
1143	1258238498575773697	@OpusOfAli Gulf news should stop empolying Islam haters like baigan Chaturvedi.	0	0.0	0.0	0.0
1144	1258691712387624960	The pollen must have been dryer than the grass underneath.	0	0.0	0.0	0.0
1145	1259852412258574336	@G_R_Fan @PokemonGoApp Stop hoarding so much and throw some shit away.	0	0.0	0.0	0.0
1146	1260646960232464384	Durable, washable textile coating can repel viruses: New research could lead to safely reusable PPE https://t.co/KUyvMq5MRd	1	1.0	1.0	1.0
1147	1263308736824668160	@chuckwoolery Yes me, too. Ventilation can be very dangerous, any Pulmonary Dr. will support that. When my husband had cardiac arrest he was on for 6 days, the Pulmonary Physician worked to get him off it ASAP, otherwise body becomes dependent & they may never be able to breath on their own	1	1.0	0.0	0.0
1148	1264817499310157824	@MadhavSheth1 Also Realme Watch will support 14 sports modes for activity tracking, including football, basketball, aerobics, badminton, yoga, treadmill, running, and biking modes😍 @MadhavSheth1 @realmemobiles #LeapToNext #realmeWatch	0	0.0	0.0	0.0
1149	1266906828329283585	Because every timeline needs more baby goats. https://t.co/dhRz09GO0P	0	0.0	0.0	0.0
1150	1267582459991990275	@tsuintera Yet the peaceful protesters did not stop or prevent the looters from continuing to damage the city .....while being shielded by the protesters group	0	0.0	0.0	0.0
1151	1267803109746774018	Super Analysis right here to dispel myths.	0	0.0	0.0	0.0
1152	1269805965416837125	To reach your goals, reverse engineer them https://t.co/Cws93OwBVR	0	0.0	0.0	0.0
1153	1271081185477832704	Precautions must be taken to prevent fire and explosion including appropriate protection of storage vessels for the LPG cylinders. #StoryYaGasWebinar	0	0.0	0.0	0.0
1154	1271339201594830848	@ChrisLuv John Harrison would be proud of you! Have you seen the exhibition at Greenwich Observatory? I saw it years ago, I assume Harrison's clocks are still there	0	0.0	0.0	0.0
1155	1271730278533402625	"FULL PORNO WITH KIM KARDASHIAN---------------->>>>>>>https://t.co/19UdWuV6Ij ""I LOVE YOU MORE THAN LOVE"" #逃げ恥 Megan's big butt arab hot muslim woman fucked masturbation porn usa"	0	0.0	0.0	0.0
1156	1271849375451377664	The weaponization of medical language emboldened white supremacy with the authority of the white coat. How will we stop it from happening again? George Floyd's Autopsy and the Structural Gaslighting of America https://t.co/YOnFH9dQtI via @sciam	0	0.0	0.0	0.0
1157	1272435093550874624	My article is featured on the @ResearchGate #COVID19 community page. Read it here: https://t.co/DUK2cdFHbT	1	0.0	1.0	1.0
1158	1272552009787375618	@NormBoyington I tend to steer clear of those topics on here, to be honest. There are plenty of forums for debate, away from more general social media. I know it’s hard when you see something you don’t agree with, but much better to bite the tongue and scroll past.	0	0.0	0.0	0.0
1159	1273308506804948992	The suicide rate is higher because of lack of opportunities, unemployment a faulty healthcare system, men feeling expendable and lack of fathers. How is this going to address any of that? America is low on the happiness index. https://t.co/RdybLtFb1Q	1	1.0	0.0	0.0
1160	1274129617520033792	Hopes raised for cancer treatment after experiments halted tumour growth in mice https://t.co/TIVG01SEDL	1	1.0	1.0	1.0
1161	1274396038644858884	"New preprint from the awesome @Amelia_Lindsey's postdoc in the lab w/ @hardy_lab collaboration. ""Wolbachia and virus alter the host transcriptome at the interface of nucleotide metabolism pathways"" https://t.co/QQoITEzwB2"	1	1.0	1.0	1.0
1162	1274654734939418624	Abah getting old, Ummi getting old. The clock never stop ticking. I just pray Allah gives me enough time to give back and show how grateful I am for all their sacrifices. Aamiin.	0	0.0	0.0	0.0
1163	1275054136174796800	@ConnCFC To my knowledge Söyüncü isn’t very available, lol. Leicester are in no need to sell, hence why Chilwell will also be so expensive. Tagliafico just makes too much sense. Either way, if you add Havertz, idc who else, this window is a massive success. My opinion.	0	0.0	0.0	0.0
1164	1275189476227190784	@Csrv @Jay4profit thanks. Yes. Over reaction but these can lead to bigger moves upward too. So just staying chill for now	0	0.0	0.0	0.0
1167	1276926889504976896	“In their haste to silence Georgians’ demand for police accountability, the state Legislature has produced a severely flawed bill that may substantially reduce penalties for deliberately killing a police officer,” @andreayoungATL said. #gapol https://t.co/nDocVRSsxj #gapol	0	0.0	0.0	0.0
1168	1276944003901132802	@IffatHasanRizvi @iffat Please read this research analysis https://t.co/2VgsIg8Trp	1	0.0	1.0	1.0
